audio_file,transcription,cv-fn,sr16k_mono
audio_file,text,cv-fn,sr16k_mono
0038-CP015_950.037-979.634.wav,"E eu gostaria de lembrar que um dos motivos da da realização dessa matéria se deve a um fato concreto, dentro de um plano moral, que foi, exatamente como a Bete acabou de falar, o Manifesto das Mulheres de Santana, no bairro daqui de São Paulo, e que teve uma eficácia teve uma eficácia na na no quadro social brasileiro, que foi ah que conseguiu mobilizar a nível de de primeiro escalão de governo, etecetera., mobilizar",0.6984037160873413,0.8502691388130188
0075-CP566_1103.39-1132.82.wav,"E voltamos ao Certas Palavras que conversa hoje com Marta Suplicy, que pela editora efe tê dê, lançou recentemente em praça pública, o livro Papai, Mamãe e Eu, aliás esse livro que trata da orientação e educação sexual eh está sendo oferecido hoje pela editora efe tê dê ao ouvinte do Certas Palavras, você pode ganhar esse livro e para e para isso você deve escrever para o programa Certas Palavras, põe na frente da carta programa",0.7620540261268616,0.9352328181266785
0062-CP566_88.377-117.588.wav,"Você daqui a pouco vai conhecer esse novo trabalho de Marta Suplicy. Na segunda parte do programa, ehh, nós vamos reapresentar, reapresentar, um trecho, uma edição da entrevista que realizamos ao vivo na quarta feira a tarde com Márcio Souza. Márcio Souza, ehh, escritor do Amazonas que lançou recentemente o livro",0.8432798981666565,0.9433948397636414
0049-CP516_860.377-889.277.wav,"avaliação em relação ao universo da criança, do adolescente, mais ou menos você já deu uma pista numa outra resposta sua aqui nessa conversa, mas ãh algumas informações assim mais precisas sobre exatamente a o universo contemporâneo, ãh, o universo atual dos adolescentes, crianças, que você pôde constatar a partir da edição dos seus livros, da resposta dessas crianças, desses adolescentes até você,",0.7351904511451721,0.9608429670333862
0051-CP574_1225.1-1253.97.wav,"do seguinte caráter, o liberalismo, ele é, digamos, uma, talvez entre aspas, uma doutrina ou eh um um leque de conceitos eh em progresso, ele te ele está, digamos eh, ele está resolvido enquanto a sua base teórica, ele é hoje um ele é um domínio já assentado ou ele, exatamente, ele até necessita de uma progressão teórica?",0.7580673694610596,0.9545097351074219
0012-CP660_1028.2-1056.77.wav,"Com Certas Palavras, o programa de livros e ideias da cê bê ene Brasil, lembrando você que é professor você também de repente que você que é pai que tem dificuldade até no contato educacional do ponto de vista educacional, didático, formal com seus filhos, escreva para o Certas Palavras respondendo duas questõezinhas simples, quais são os assuntos que você gostaria de ver abordado aqui, abordados aqui no Certas Palavras, você que é professor e também",0.8369693756103516,0.94040846824646
0006-CP553_199.428-227.778.wav,"Bom Sandra, você, agora, depois de, de toda essa, essa confusão, a gente pode chamar assim, você sai com o livro, O Flagrante da Farsa. Antes de contar a história, evidentemente é um livro que trata da história da Operação Uruguai, como é que foi revelado, o que aconteceu com você antes e depois, esse tipo de coisa. Eu quero te saber o seguinte, eh, como é que você se sente, ãh, assinando um livro. O que significa o livro para você...",0.7299379110336304,0.936771810054779
0039-CP015_979.92-1007.45.wav,"questões, ligada a censura e inclusive conseguiu, mesmo que digam em contrário, tirar um programa de televisão do ar, o que eh sem, digamos assim, eh julgar premeditadamente, é um fato grave, me parece que é um fato grave que uma atitude eh ih eh de cunho moral tenha conseguido,eh  dentro da rede de televisão mais poderosa do Brasil, quiçá né da América Latina, eh obter esse sucesso.",0.7150815725326538,0.8505388498306274
0002-CP566_32.147-59.247.wav,"Depois de Marta Suplicy, nós vamos ouvir novamente, vamos a reapresentar uma edição da entrevista que realizamos na última quarta-feira ao vivo, na tarde especial da Nova Eldorado á eme, com o escritor amazonense Márcio Souza, que pela editora Marco Zero acabou de lançar O Empate contra Chico Mendes, um livro que fala da Amazônia e das atividades sindical",0.7378909587860107,0.9113330841064453
0058-CP675_1024.93-1051.82.wav,"já apontamos aqui nessa entrevista, esse segmento eh infanto-juvenil, mas, principalmente, eu acho que os livros eh que se pretendem eh dedicados às crianças mais tenra-idade, eles proliferaram, foi um mercado que cresceu bastante e, numa certa medida, como eu creio que, historicamente, já é ah já já está carimbado, já está legitimado, que eh a revista Recreio foi",0.5992069244384766,0.9678797125816345
0002-CP662_551.411-577.871.wav,"Keila, eu gostaria de, antes da da de colocar a questão para você, de lembrar essa maravilha que é a contradição né do do nome da escrava que agora tem o nome do seu título e as circunstâncias de vida dela ser escrava, quer dizer, uma escrava chamada Liberata é algo que realmente chama atenção e quanto a questão propriamente dita, eu gostaria que você fizesse uma reflexão Keila",0.759974479675293,0.9387568235397339
0054-CP658_1736.28-1762.56.wav,"eh depois de de descontado todos os custos eh industriais é mais do que o o o dinheiro que a prefe a prefeitura de Manaus dispõe durante o ano todo para os seus programas e a e a JAF não paga nada ô Márcio, o trinta segundos nós estamos encerrando o programa eu queria saber de você o seguinte era possível Márcio Souza existir como conhecemos hoje Márcio Souza se vivesse até hoje em Manaus se não tivesse passado pelo Rio",0.8279046416282654,0.9508346319198608
0029-CP558_715.473-739.705.wav,"digamos, de ordem interna, num órgão como o IBGE, para vocês que são profissionais desse instituto, o que vocês mais comentam, por exemplo, quando vocês têm uma definição estatística dessas que estão contidas aqui nesse nesse exemplar, aquelas que vocês mais comentam, que são importantes para vocês mesmo, que vocês entendem que, sendo importantes para vocês, é importante para o país?",0.6203424334526062,0.9557164907455444
0019-CP270_1654.75-1678.23.wav,"Cardoso Pires, eu queria saber de você o seguinte, já que a gente está falando tanto aí no no inconsciente, tocamos do lado do estilo, e você também falou da crítica e da crítica criativa, que revela coisas às vezes que você surpreende, eu gostaria de saber o seguinte, essa crítica já te mostrou um livro, o próprio público já te revelou um um livro seu?",0.7634027004241943,0.958821177482605
0010-CP657_150.993-172.725.wav,"Paulo, eh, todo mundo sabe Avenida Brasil, sexto da série, são, todo ano você lança em função do trabalho que você executa na revista Isto É. Explica tecnicamente, uma dessas questões técnicas primeiras, quer dizer, esse é o, é o apanhado desse ano de noventa e quatro, quais são os eventos que você retratou aqui nessa sua charge, nesse seu trabalho?",0.8102843761444092,0.95180344581604
0012-CP672_56.998-77.066.wav,"Você deve estar lembrado, realmente foi, teve uma cobertura muito grande, o assassinato do advogado Paulo Paulo Fonteles, em oitenta e sete, se não me engano, todos os jornais, todas as tê vês, eh falaram desse cli desse crime, uma vez que Paulo Fonteles era o mais importante advogado de posseiros e sem terras do norte do país, não Luiz?",0.8005068302154541,0.9624974727630615
0051-CP575_9.039-27.164.wav,"Acabamos de fazer a entrevista com a Marilene Felinto e tal, citamos o caso do Luiz Roncari, que também é um, é um escritor forte que, e que já tem alguns livros lançados e que passou por toda uma dificuldade frente ao mercado editorial, frente ao mercado, né? Frente à própria escrita e tal.",0.7926024198532104,0.9728101491928101
0033-CP701_1441.43-1458.93.wav,"Nós estamos terminando, mas só uma pergunta, já que o o o Jorge Mattoso tem uma uma visão internacional né da da questão do usuário no trabalho da parte dele, se esse tipo de comportamento é um comportamento eh brasileiro, terceiro mundista ou ou é um comportamento mundial?",0.7954185009002686,0.9503316283226013
0002-CP574_515.377-532.05.wav,"Quer dizer, e o que significa para mim uma forte vontade de continuar vivendo, quer dizer, porque a mensagem, quer dizer, a linguagem ela persiste, né, a mensagem daquela pessoa, ela persiste. Não sei, até buscando uma imortalidade assim. É isso o que você encontrou também?",0.7946294546127319,0.9421817660331726
0044-CP558_1553.1-1569.43.wav,"A apresentação, o o i bê gê é, o material eh editorial do i bê gê é, ele está com um perfil, de desse está dentro desse novo perfil do mercado editorial brasileiro, uma boa apresentação, eh um bom papel, a coisa é bonita realmente?",0.7921465635299683,0.9484741687774658
0036-CP546_628.616-643.728.wav,"Veja bem, a questão da Segunda Guerra que começou lá, e depois a que a questão do comunismo, e parece, pelo que você conta, que a questão da religiosidade continua muito forte naquele país, e tem e com aspectos políticos, inclusive.",0.6901218295097351,0.9446446895599365
0016-CP655_570.568-585.559.wav,"Isso porque nós ehconhecemos a a sua trajetória, né, profissional e, seguramente, que a última coisa que eu poderia que eu particularmente poderia imaginar é você um correspondente de guerra.",0.7000318765640259,0.9025808572769165
0026-CP723_629.04-643.998.wav,"Cláudio, não sei o que eh eu e o o o Jorge, coincidência apenas, eh nos soa um pouco falso sempre quando se fala de que a grande revolução do final do século é a revolução da informática.",0.8942938446998596,0.9521042108535767
0009-CP679_49.635-64.548.wav,"Trata-se exatamente do fato de que este ano, eh ano do centenário do futebol brasileiro, ano de Copa do Mundo, o Brasil é tema da Feira do Livro de Frankfurt, a mais importante feira do livro de todo o mundo.",0.6928492784500122,0.9157766103744507
0041-CP513_813.117-828.029.wav,"Muito bem, agradecemos a presença aqui no Certas Palavras da escritora dramaturga Leilah Assumpção, que lança agora pela editora Cipione o texto da sua peça Lua Nua.",0.7107319831848145,0.948500394821167
0037-CP656_685.911-700.805.wav,"Agora, me diga um pouco, vamos falar um pouquinho eh desses temas, quer dizer, eh esse esse time de intelectuais que vocês organizaram, se foi eh já por predileções anteriores, que já tinham noção eh e textos anteriores sobre o futebol, ou não?",0.8453232049942017,0.9629051089286804
0083-CP520_1425.34-1440.2.wav,"na fila. Agora, por exemplo, no caso, não de uma música, mas de um poema, sei lá, o certas palavras com o Lima Duarte, na poesia do do Carlos Dummond de Andrade, se ele quiser ouvir, não o disco inteiro, mas cinco, seis, sete vezes o mesmo poema, ele pode?",0.7653769254684448,0.9467246532440186
0022-CP716_125.057-139.862.wav,"A Ivana que é jornalista, aliás, tem uma uma história de família dedicada ao livro, a o pai da Ivana, da Ivana Jinkings, tem a e a livraria Jinkings, que inclusive foi conside foi eleita a livraria do ano ano passado, né?",0.8297762274742126,0.9367270469665527
0020-CP646_886.995-901.781.wav,"E também saber o seguinte, se a campanha é assim, quer dizer, se a a campanha, ela não pertence à política enquanto aquela política já funcionada, quer dizer, ou funcional, quer dizer, a política que está na na Assembleia ou que está em Brasília.",0.7216942310333252,0.9456422328948975
0023-CP702_409.961-424.671.wav,"Então, o usuário, por exemplo, se ele não adquiriu uma pequena apostila num curso qualquer, ele vai ter que adquirir vários livros para poder estudar esta matéria ou o conteúdo programático necessário para o concurso público tá e.",0.8568604588508606,0.9525278806686401
0021-CP743_198.693-213.324.wav,"E deixando eh também como uma referência que a Leila, a exemplo dos Mamonas né, que mais ou menos isso que você falou, não evidentemente com o contexto da Leila, também acabou morrendo num acidente eh de avião né, mas não no Brasil.",0.7826241850852966,0.9352558851242065
0067-CP546_1576.56-1591.05.wav,"É. é que Veja bem, essa experiência, eu gostaria que você relatasse a experiência dele, que você torna importante no seu livro, e me dissesse o seguinte, esse pidinte, quer dizer, com quem a a ideia do religioso do Brasil, do beato no Brasil, é do pidinte.",0.701040506362915,0.9296450614929199
0002-CP674_14.303-28.709.wav,"Começa agora mais uma edição do programa de livros e ideias da cê bê ene Brasil, Certas Palavras, que hoje vai contar com a presença da radialista, cineasta, ex-cineasta, você falou, Regina?",0.7295337915420532,0.9543588161468506
0007-CP659_44.96-59.351.wav,"Você já deu ideia eh para o ouvinte no programa passado do do livro, gostaria que você falasse rapidamente e desse um exemplo, por exemplo, desse seu tra do desse seu trabalho com com um dos biografados.",0.800744354724884,0.8979786038398743
0081-CP742_1205.92-1220.17.wav,"O Hélio Gaspar fez uma escreveu uma fez uma pequena entrevista com um jornalista americano em que ele falou, pô, isso é um caso sério, uma pessoa espancada no Central Park, quando no Parque do Ibirapuera você vai lá é todo dia, é uma pessoa espancada no Central Park.",0.8844454288482666,0.9588403701782227
0081-CP707_1445.36-1459.61.wav,"entre eh esse essa geração que se apresenta, ficcionista, ou não alguma coisa que te chame a atenção, que tenha que tenha até sido útil para você, que tenha  sido um ponto que seja um ponto de referência importante?",0.8391385078430176,0.9286596179008484
0035-CP515_538.25-552.437.wav,"Eu acho que eh ti eh há pouco tempo atrás, há poucos anos atrás, o problema do do debate político, no sentido mais amplo, no sentido mais macro e até nu num num se num sentido mais sofisticado, ele estava muito mais aberto do que hoje.",0.6585664749145508,0.9457370042800903
0054-CP723_1393.72-1407.89.wav,"tratando ligeiramente pacientes, porque é é o caso, quer dizer, num não há possibilidade de de de ter, para uma massa imensa de miseráveis que nós temos, um tratamento mais adequado que aquilo.",0.916131317615509,0.9633811116218567
0053-CP344_1820.6-1834.65.wav,"Como é que se muda, então, é o que a gente poderia chamar essa cultura política de saber que que o ehh que acabar com o Marajá, com um Marajá ou dois Marajás, não significa nada, porque outros virão.",0.7074477672576904,0.9282575249671936
0006-CP658_109.983-123.966.wav,"um um dos órgãos da Fundação Biblioteca Nacional, Márcio Souza, que está no estúdio da cê bê ene Rio de Janeiro e que, pela editora Marco Zero, está saindo com mais um livro, A Caligrafia de Deus.",0.7428233623504639,0.9252854585647583
